Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Cefalosporinas;DDD Consumidas dos Restantes Antibióticos;Peso
2025-02;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;1885;10399;0.1534802847964279
2025-02;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;3130;11122;0.21962877234809688
2025-02;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;2372;7300;0.2452846093209038
2025-02;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1239;3520;0.26032783654244174
2025-02;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;2869;13469;0.17562513428794438
2025-02;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;5034;20420;0.1977754426950724
2025-02;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;831;4543;0.15468388354245335
2025-03;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;2397;8444;0.22111991110813256
2025-03;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;1154;3566;0.24458884502177772
2025-03;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;2229;6287;0.26176728476434236
2025-03;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;2001;11326;0.1501646309694748
2025-03;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;4029;12137;0.24926169038697543
2025-03;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;3117;8092;0.27811671873436916
2025-03;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;7487;25711;0.225534774739131
2025-03;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;3045;12486;0.19609919984254667
2025-03;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;5192;19161;0.21320721888397245
2025-03;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;993;5285;0.15819135061363596
2025-03;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;1014;4413;0.18690553731641144
2025-04;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;2576;6380;0.28765616878784445
2025-04;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;3178;7631;0.294024495103446
2025-04;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;5419;12057;0.31010614895892796
2025-04;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;5412;19964;0.21326932399795565
2025-04;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1315;5085;0.2054774317036431
2025-05;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1883;7014;0.21165435033977073
2025-05;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;1931;5974;0.2443362041674484
2025-05;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;2285;10111;0.1843529583933976
2025-05;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;2597;7216;0.26463984679948516
2025-05;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1355;4217;0.24323255001483315
2025-05;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;5178;12201;0.2979492737275113
2025-06;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;776;2605;0.2296200865215723
2025-06;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;1455;4067;0.26347408830140123
2025-06;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;1649;5932;0.21758440279576066
2025-06;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;2188;5662;0.2787279078643474
2025-06;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;1144;4655;0.19733431231384976
2025-06;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;658;3017;0.17922035954164098
2025-06;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;1074;5311;0.16819883715120668
2025-06;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;3472;22102;0.13577432486196053
2025-06;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;2843;13566;0.17326718845956704
2025-06;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;302;715;0.2969419031797659
2025-07;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;843;2409;0.25927956789300977
2025-07;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2574;7019;0.2683436445174466
2025-07;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;2351;6896;0.25428440219002413
2025-07;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;2021;12520;0.13903071224130997
2025-07;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;2294;7055;0.24542807647539475
2025-07;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;2344;6813;0.25600438800533304
2025-07;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;2381;9794;0.1956037214508915
2025-07;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;8715;24364;0.2634711495559933
2025-07;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;3557;22415;0.13697276677765258
2025-07;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;3005;13736;0.17952164300178167
2025-08;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;1018;2719;0.2724390417922693
2025-08;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;2025;6552;0.236165322525806
2025-08;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;797;5312;0.13049157525853622
2025-08;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;2967;8187;0.26600788796877173
2025-08;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3197;10872;0.22725142758722386
2025-08;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;7696;24517;0.23892121667854282
2025-08;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;2844;10509;0.21301086474916212
2025-08;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;5026;20285;0.19857744018015244
2025-09;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;494;2860;0.1473886085863773
2025-09;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;1830;4860;0.2735217612542566
2025-09;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;2609;6075;0.3004561840614007
2025-09;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;978;5053;0.16216948140860982
2025-09;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;1172;5183;0.1844448840047743
2025-09;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;3548;10640;0.2500680790966535
2025-09;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3434;9875;0.2580612423871712
2025-09;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;4975;11521;0.3016075353438738
2025-09;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;3228;20519;0.1359568603506823
2015-01;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;37;154;0.19587450164673229
2015-01;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;4;0.16417910447761203
2015-01;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1138;6110;0.15702458074991485
2015-01;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;1029;3886;0.2093752648978555
2015-01;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;163;2081;0.07297892085377168
2015-01;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;965;3767;0.20407141896080597
2015-01;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;500;3250;0.1333750186473008
2015-01;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;3317;14132;0.19009987584735974
2015-02;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;23;345;0.0628440653371599
2015-02;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;131;433;0.2327685993896665
2015-02;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;3;0.06976744186046518
2015-02;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1047;5551;0.15870744961066882
2015-02;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;177;1760;0.09157017379469677
2015-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;1275;6659;0.16070572850793052
2015-02;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;2249;9640;0.189159291481609
2015-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;3439;13404;0.2042166886543536
2015-02;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;2605;9503;0.21519915515643773
2015-02;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;16;386;0.039702233250620375
2015-02;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;4;272;0.016245487364620954
2015-03;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;64;140;0.315942968243681
2015-03;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;579;1864;0.23703386198028287
2015-03;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;808;3175;0.20296442284279645
2015-03;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Grupo C;2828;9069;0.23770039211657734
2015-03;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;1695;5784;0.22671322064074417
2015-03;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;2028;5809;0.2587656963824337
2015-03;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1439;4806;0.23050994122843727
2015-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;2713;5964;0.3126470767540848
2015-03;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;5944;19161;0.23677954303365004
2015-03;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;647;1337;0.3262665627435696
2015-04;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;3;0.1836734693877553
2015-04;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;498;2531;0.1645185121148056
2015-04;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;3551;12528;0.22085659742749048
2015-04;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;6058;27083;0.1827977312521111
2015-04;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;753;1366;0.35546266132005044
2015-05;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;152;461;0.24908375186643128
2015-05;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1028;4780;0.17706531974709727
2015-05;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1224;4653;0.20826514243121494
2015-05;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;6192;28760;0.17716515855931472
2015-05;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;2065;13609;0.13176066328243996
2015-05;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1347;4723;0.22191849320776721
2015-05;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;701;4151;0.14461078872368918
2015-06;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;69;132;0.34364686468646866
2015-06;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1225;5086;0.1942021788190623
2015-06;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;856;4552;0.15833976460093357
2015-06;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;2252;4656;0.3260153970428649
2015-06;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;2130;8456;0.20121331403285297
2015-06;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;2624;6032;0.3031902970450433
2015-06;Alentejo;Hospital Espirito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;981;4223;0.18860384547506975
2015-06;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;4075;25456;0.13799896422571709
2015-06;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;787;4129;0.16011720263463772
2015-07;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;5;0.04615384615384621
2015-07;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1095;5948;0.15546419804205716
2015-07;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;640;2106;0.23324115048242533
2015-07;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;218;2291;0.0870672786138683
2015-07;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;1099;5559;0.16513622057731156
2015-07;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;2545;5153;0.33065718261945254
2015-07;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;559;2777;0.1676597354036732
2015-07;Alentejo;Hospital Espirito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;1084;3811;0.22149855613486655
2015-07;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;4381;27426;0.13775449557342923
2015-08;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;52;224;0.18931101094655506
2015-08;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;2;0.0
2015-08;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;400;1772;0.18425627335044936
2015-08;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;688;3888;0.15035208489230228
2015-08;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Grupo C;1680;6955;0.1946330402740223
2015-08;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946, -8.6937515;Grupo C;1475;6366;0.18810916993113314
2015-08;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;2195;11707;0.157924895740698
2015-08;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1603;5068;0.24028084449618814
2015-09;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;467;1556;0.23086694686657044
2015-09;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;491;1932;0.20275852583907605
2015-09;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;145;1775;0.075633455762704
2015-09;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;1373;4796;0.2226595320848778
2015-09;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;1729;4997;0.2571232406453827
2015-09;Alentejo;Hospital Espirito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;949;3836;0.19842094681007627
2015-09;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;2824;8978;0.239288681905435
2015-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;3931;14400;0.2144595624826559
2015-09;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1432;5510;0.2062893599364925
2015-09;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;26;243;0.0979969183359014
2015-10;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;48;147;0.24848949025614833
2015-10;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;558;1521;0.2684850288435125
2015-10;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;726;4865;0.1298557146897355
2015-10;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Grupo C;2061;8437;0.19633330781900696
2015-10;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;1996;5701;0.25937532135067404
2015-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1344;4802;0.21871603884695945
2015-10;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;551;3244;0.14523308888439382
2015-10;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;3152;9592;0.24739078715632584
2015-10;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;3633;12158;0.23007141851956103
2015-11;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;17;150;0.10234499205087463
2015-11;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;120;354;0.25363123825433287
2015-11;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;1128;3326;0.2533486611813638
2015-11;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;747;4746;0.13609437112877867
2015-11;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;1082;5552;0.1631304657981852
2015-11;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1265;4558;0.2172614139552885
2015-11;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;858;2986;0.2232058590260859
2015-11;Alentejo;Hospital Espirito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;1043;3952;0.20885119166715196
2015-12;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;798;3184;0.2004044771435543
2015-12;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;495;1867;0.2097345266455469
2015-12;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;403;1457;0.21686130546566185
2015-12;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;713;3103;0.186941158491896
2015-12;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;1467;6462;0.18508077046057403
2015-12;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946, -8.6937515;Grupo C;1604;7604;0.1741818912394546
