Período,ARS,Hospital,Localização Geográfica,DDD Consumidas de Cefalosporinas,DDD Consumidas dos Restantes Antibióticos
2021-05,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4556,18134
2021-05,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",63,269
2021-05,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",10,234
2021-06,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",8,216
2021-06,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2200,4770
2021-06,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2843,9787
2021-06,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4386,18338
2021-06,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4997,18718
2021-06,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",856,3997
2021-07,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",10,234
2021-07,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1126,3172
2021-07,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",809,1974
2021-07,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1225,3899
2021-07,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1598,5714
2021-07,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",770,2350
2021-07,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4930,10243
2021-07,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3860,8799
2021-07,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1265,4107
2021-07,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3309,10761
2021-08,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",537,1518
2021-08,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2200,5758
2021-08,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3182,9882
2021-08,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4799,18810
2021-08,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",255,527
2021-09,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",815,1421
2021-09,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2376,7435
2021-09,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1816,4950
2021-09,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2701,6083
2021-09,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",453,2296
2021-09,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2153,9153
2021-09,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2938,12497
2021-09,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",44,389
2021-10,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",783,1737
2021-10,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",624,2207
2021-10,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3395,9510
2021-10,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2446,9768
2021-11,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1060,2876
2021-11,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",284,2186
2021-11,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1301,6126
2021-11,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2829,5188
2021-11,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",649,2275
2021-11,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4931,10689
2021-11,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1215,3538
2021-11,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5370,19946
2021-11,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",17,195
2021-12,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",678,1445
2021-12,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1209,5877
2021-12,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",3042,6596
2021-12,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",346,1940
2021-12,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",662,2344
2022-01,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1016,3049
2022-01,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1629,3753
2022-01,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1448,5859
2022-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",835,2259
2022-01,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2590,5044
2022-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4188,9670
2022-01,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1249,3440
2022-01,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2520,9816
2022-01,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",269,636
2022-01,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",995,3930
2022-02,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",69,276
2022-02,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",210,233
2022-02,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1024,3582
2022-02,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2169,4393
2022-02,LVT,Hospital Beatriz Ângelo E.P.E.,"38.821342, -9.176377",421,6521
2022-02,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2397,7025
2022-02,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1092,3439
2022-02,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",42,252
2022-03,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",93,320
2022-03,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",687,1631
2022-03,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",300,1897
2022-03,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3533,10217
2022-03,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2617,11634
2022-03,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7873,21784
2022-03,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1122,4238
2022-03,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1236,4610
2022-03,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",21,287
2022-04,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",259,1812
2022-04,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2458,5959
2022-04,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1811,5231
2022-04,LVT,"Hospital de Vila Franca de Xira, E.P.E.","38.952565, -8.992398",1158,4472
2022-04,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",3531,8841
2022-04,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2278,10040
2022-04,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3426,22569
2022-04,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",5097,18758
2022-04,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1084,4285
2022-05,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,3
2022-05,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",816,2497
2022-05,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1584,4363
2022-05,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2678,5827
2022-05,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1869,5979
2022-05,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2576,14268
2022-06,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",719,1959
2022-06,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",744,2257
2022-06,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1212,5417
2022-06,LVT,"Hospital de Vila Franca de Xira, E.P.E.","38.952565, -8.992398",991,4785
2022-06,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1860,6720
2022-06,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2339,6550
2022-06,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4920,19305
2022-07,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",727,1996
2022-07,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",832,2339
2022-07,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",2150,6154
2022-07,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",1017,2446
2022-07,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1393,5316
2022-07,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",506,2349
2022-07,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",641,2781
2022-07,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3137,11379
2022-07,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3479,24254
2022-07,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",61,259
2022-08,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1707,5700
2022-08,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",838,2115
2022-08,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1015,3552
2022-08,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1490,4533
2022-08,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",1144,2606
2022-08,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",344,2549
2022-08,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3507,9729
2022-08,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4728,9972
2022-08,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",1974,10550
2022-08,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7121,22498
2022-08,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",55,347
2022-09,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",8,358
2022-09,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",969,2675
2022-09,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1117,3246
2022-09,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1124,5480
2022-09,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2531,6702
2022-09,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1503,4834
2022-09,LVT,"Hospital de Vila Franca de Xira, E.P.E.","38.952565, -8.992398",1100,4465
2022-09,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1598,5747
2022-09,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2586,5250
2022-09,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",582,2283
2022-09,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2401,10289
2022-09,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2566,13464
2022-09,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1115,4683
2022-10,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",656,1597
2022-10,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1387,4675
2022-10,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",2161,6092
2022-10,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1517,7456
2022-10,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1686,5927
2022-10,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",569,3029
2022-10,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2768,7788
2022-10,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",4110,10109
2022-11,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",35,342
2022-11,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",658,1665
2022-11,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1593,6673
2022-11,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1814,6983
2022-11,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3596,22953
2022-11,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2725,14207
2022-12,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",48,190
2022-12,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",2,0
2022-12,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1099,3970
2022-12,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1343,4583
2022-12,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1931,5994
2022-12,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",3421,8174
2022-12,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1684,7187
2022-12,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",3002,7108
2022-12,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4882,11074
2022-12,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2215,11147
2022-12,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7709,24916
2022-12,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5402,19421
2023-01,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",814,1833
2023-01,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",912,2084
2023-01,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1871,5808
2023-01,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1841,6171
2023-01,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",2107,7253
2023-02,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2366,8130
2023-02,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1527,6034
2023-02,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2433,5992
2023-02,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1765,6101
2023-02,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2934,6197
2023-02,LVT,"Hospital de Vila Franca de Xira, E.P.E.","38.952565, -8.992398",1370,5625
2023-02,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",454,2649
2023-02,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",4045,10229
2023-02,Norte,"Centro Hospitalar Universitário de Santo António, E.P.E.","41.1472498, -8.6172617",2644,12662
2023-02,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4977,19136
2023-03,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1631,6504
2023-03,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1178,4603
2023-03,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",732,2805
2023-03,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1956,7260
2023-03,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3995,11898
2023-03,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3885,11299
2023-03,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2561,11941
2023-03,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1374,4839
2023-04,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",4,3
2023-04,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1064,3417
2023-04,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2413,5796
2023-04,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",932,2819
2023-04,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3558,10343
2023-04,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3009,11864
2023-04,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4995,18642
2023-04,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1018,4412
2023-04,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",58,209
2023-05,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",97,198
2023-05,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",2,0
2023-05,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1757,6546
2023-05,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",769,1738
2023-05,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1490,4538
2023-05,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2610,8092
2023-05,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2888,6433
2023-05,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1862,6112
2023-05,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2539,5905
2023-05,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",522,2884
2023-05,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3869,10356
2023-05,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2530,11313
2023-05,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",283,975
2023-05,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1132,4728
2023-06,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",150,251
2023-06,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",4,4
2023-06,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1059,3665
2023-06,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",635,1551
2023-06,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1191,3978
2023-06,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",250,2138
2023-06,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2314,8346
2023-06,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3697,10073
