Período,Região,Instituição,Localização Geográfica,Nº Consultas Médicas Total
2017-11,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",110011
2017-11,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",686323
2017-11,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",423822
2017-11,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",660735
2017-11,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",59264
2017-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",295715
2017-11,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",80737
2017-11,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",93408
2017-12,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",152229
2017-12,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",18957
2017-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",142075
2017-12,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",707978
2017-12,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",63410
2017-12,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",278387
2017-12,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",159208
2017-12,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",673808
2017-12,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",269856
2017-12,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",452537
2017-12,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",45312
2017-12,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",71656
2018-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",85486
2018-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",1361
2018-01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",25984
2018-01,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",4758
2018-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",8645
2018-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",48051
2018-01,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",3914
2018-01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",7088
2018-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",27744
2018-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",15494
2018-02,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",47768
2018-02,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",2592
2018-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",17405
2018-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",23886
2018-02,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",49495
2018-02,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",8852
2018-02,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",44926
2018-02,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",30102
2018-02,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",88913
2018-02,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",50037
2018-02,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",51292
2018-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",46446
2018-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",23203
2018-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",20167
2018-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",25713
2018-03,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",45544
2018-03,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",189793
2018-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",47946
2018-03,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",44625
2018-03,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",23834
2018-03,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",80693
2018-03,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",123155
2018-04,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",30668
2018-04,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",21820
2018-04,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",51008
2018-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",110564
2018-04,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",99127
2018-04,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",88932
2018-04,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",159698
2018-05,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",9806
2018-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",77660
2018-05,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",27144
2018-05,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",72578
2018-05,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",114403
2018-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",133652
2018-05,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",215974
2018-05,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",32469
2018-06,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",79463
2018-06,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",32108
2018-06,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",83191
2018-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",137967
2018-06,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",258226
2018-07,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",44169
2018-07,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",59293
2018-07,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",167322
2018-07,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",154182
2018-07,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",2995
2018-07,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",71798
2018-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",59899
2018-07,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",103230
2018-07,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",277210
2018-07,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",33059
2018-07,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",273743
2018-07,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",172928
2018-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",122430
2018-08,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",66000
2018-08,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",188762
2018-08,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",592460
2018-08,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",171768
2018-08,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",10574
2018-08,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",62232
2018-08,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",79844
2018-08,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",163282
2018-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",120517
2018-08,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",95045
2018-08,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",112176
2018-08,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",454435
2018-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",180763
2018-08,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",307008
2018-08,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",193583
2018-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",55839
2018-09,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",69312
2018-09,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",90044
2018-09,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",63328
2018-09,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",128294
2018-09,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",183027
2018-09,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",202272
2018-09,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",344793
2018-09,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",73145
2018-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",74405
2018-10,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",236485
2018-10,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",77557
2018-10,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",51991
2018-10,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",129657
2018-10,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",119950
2018-10,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",48965
2018-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",626518
2018-10,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",141967
2018-10,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",213866
2018-10,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",65545
2018-11,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",93137
2018-11,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",248302
2018-11,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",205755
2018-11,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",239208
2018-11,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",4522
2018-11,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",85696
2018-11,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",112403
2018-11,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",251390
2018-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",288432
2018-12,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",281385
2018-12,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",222249
2018-12,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",257579
2018-12,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",16145
2018-12,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",24749
2018-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",181145
2018-12,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",285157
2019-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",17489
2019-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",82780
2019-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",348
2019-01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",8059
2019-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",9051
2019-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",66530
2019-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",17537
2019-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",15295
2019-01,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",3928
2019-01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",23755
2019-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",34345
2019-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",26117
2019-02,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",29594
2019-02,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",123361
2019-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",51717
2019-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",56234
2019-02,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",18229
2019-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",17237
2019-03,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",70028
2019-03,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",986
2019-03,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",32109
2019-03,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",74332
2019-03,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",74746
2019-03,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",180885
2019-03,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",23423
2019-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",81871
2019-03,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",75213
2019-03,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",74682
2019-03,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",26559
2019-04,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",5702
2019-04,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",160192
2019-04,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",19282
2019-04,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",54303
