Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Carbapenemes;DDD Consumidas dos Restantes Antibióticos;Peso
2017-08;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;456;5357;0.07852851597491782
2017-08;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;276;2824;0.08914869313982404
2017-08;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;215;6175;0.03370919431703411
2017-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;188;5906;0.030942464777659
2017-08;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1778;24151;0.06857882073434982
2017-08;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1079;18502;0.05510206501021507
2017-08;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1030;12873;0.07409872706467965
2017-08;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1056;21647;0.04655489340659894
2017-08;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;513;4822;0.0961763150633685
2017-08;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;381;0.0
2017-09;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;106;0.0
2017-09;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;143;4248;0.032565848333300194
2017-09;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;168;2163;0.07231953719851972
2017-09;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;12;1764;0.0067530901416943045
2017-09;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;275;3968;0.06483025128168357
2017-09;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;214;8410;0.02481190813318318
2017-09;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;539;12860;0.04023835010622275
2017-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;879;11106;0.07338806859564319
2017-10;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;38;1972;0.01930851599078967
2017-10;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;200;1941;0.09368217754373266
2017-10;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;167;8113;0.02016895163290438
2017-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;365;7388;0.04713583986526476
2017-10;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;238;3903;0.05756462019288795
2017-10;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;883;14492;0.05743356164346439
2017-10;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;555;5973;0.08508728455381386
2017-10;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;289;0.0
2017-10;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;247;0.0
2017-11;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;2;446;0.006121151094387615
2017-11;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;86;1928;0.04308163006145657
2017-11;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;182;4730;0.037078199737336594
2017-11;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;77;3144;0.023902394858841724
2017-11;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;444;10762;0.039633402534512314
2017-11;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;229;5960;0.03711481765679901
2017-11;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;224;8695;0.02518711495958745
2017-11;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;323;9587;0.03267346593140754
2017-11;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;292;12188;0.0234036287977479
2017-11;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2240;28198;0.07361924752139248
2017-11;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;851;11944;0.06655655570599503
2017-11;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;115;1606;0.06697360598393402
2017-12;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;13;252;0.048931307971501574
2017-12;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;344;7004;0.04681486585846289
2017-12;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;152;6013;0.024733282154811447
2017-12;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;356;8225;0.04157771720660542
2017-12;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;238;5794;0.0395308157448433
2017-12;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;338;8584;0.03788162481465242
2017-12;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;237;3377;0.06560821757470313
2017-12;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;970;13894;0.06531777187309297
2017-12;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1058;21027;0.04791570742359536
2017-12;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;988;24882;0.03821779435751604
2018-01;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;404;7054;0.054205195808369765
2018-01;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;235;9570;0.024040561695064164
2018-01;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2201;28520;0.07165354886024765
2018-02;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;5;502;0.01034871169099357
2018-02;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;168;0.0
2018-02;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;54;2209;0.024142118849463975
2018-02;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;22;2103;0.010351462396128285
2018-02;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;381;12400;0.02986014814272078
2018-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;377;7898;0.045613898559206376
2018-02;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;292;6983;0.04021286952537943
2018-02;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;289;8963;0.03127849950004922
2018-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1041;14488;0.06703422905232088
2018-02;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;399;0.0
2018-03;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;0;359;0.001389049658525293
2018-03;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;2;0.0
2018-03;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;66;2375;0.027260719316459264
2018-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;247;5725;0.041488467011307754
2018-03;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;258;3289;0.07278557284568786
2018-03;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;179;5624;0.030997761603222637
2018-03;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;366;8841;0.03982167818033198
2018-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;452;8108;0.05287180353558632
2018-03;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;365;12161;0.02914363315153602
2018-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;475;10590;0.042977603034075954
2018-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;228;5622;0.03898216513552394
2018-03;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;982;13125;0.06965213017757883
2018-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1286;20496;0.05905594928759059
2018-03;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1140;15258;0.06956247814897681
2018-04;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;41;292;0.1245320688794609
2018-04;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;67;4096;0.016250679017640147
2018-04;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;246;7390;0.032299221316488456
2018-04;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;297;6606;0.043124978985819
2018-04;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;17;2914;0.005912790402544913
2018-04;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;230;5724;0.03869532157468272
2018-04;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1131;12469;0.08321012132156533
2018-04;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1110;20381;0.05167124285748178
2018-04;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1074;16040;0.06279799766435902
2018-04;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;76;1441;0.05025066490926636
2018-05;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;30;422;0.06788614681069147
2018-05;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;11;0.0
2018-05;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;523;6337;0.07631377121658524
2018-05;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;309;5256;0.055548306920972394
2018-05;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;154;5717;0.02628196551150896
2018-05;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;264;7513;0.034048572044580554
2018-05;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;219;9765;0.021990123023084535
2018-05;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;326;11284;0.0281207176425735
2018-05;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1115;13380;0.07696950672299566
2018-06;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;66;2584;0.02499730487279001
2018-06;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;247;4138;0.05637879761968859
2018-06;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;341;6603;0.04910220426224413
2018-06;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;204;3006;0.06364135798387452
2018-06;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;472;13055;0.03495128441438291
2018-06;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2458;30387;0.07484682111498493
2018-07;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;129;0.0
2018-07;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;92;2244;0.03965056159743267
2018-07;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;141;2151;0.06150905965506319
2018-07;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;282;5295;0.05070165242400333
2018-07;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;19;3309;0.005708052431108173
2018-07;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;2253;25797;0.08035018316653686
2018-07;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;558;5373;0.0940960983280077
2018-08;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;139;0.0
2018-08;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;500;6066;0.07626799138177906
2018-08;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;112;2713;0.039701250408199794
2018-08;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;128;4998;0.02503123098857109
2018-08;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;434;6787;0.060170663484376725
2018-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;662;8704;0.0707564913279518
2018-08;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1084;12399;0.0804361406674077
2018-08;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;122;1096;0.1002783067233045
2018-08;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;568;5100;0.10022385834344814
2018-09;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;168;0.0
2018-09;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;84;2718;0.030090006668733807
2018-09;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;331;5425;0.057586698353666206
2018-09;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;186;6224;0.029079689752264645
2018-09;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;223;5743;0.03748555485325013
2018-09;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;372;4672;0.07390137830624774
2018-09;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2470;27202;0.08326992292593151
2018-09;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;261;0.0
2018-10;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;7;301;0.02585311430000382
2018-10;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;444;10336;0.04121517252218763
2018-10;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;317;7004;0.04331829663911676
2018-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;362;7141;0.048251928530350804
2018-10;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1107;12411;0.08193191806667298
2018-11;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;302;4795;0.05932150286745126
2018-11;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;137;6514;0.020695030168321655
2018-11;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;207;7664;0.026381370916822234
2018-11;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;366;7533;0.046440202268996915
2018-11;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;575;7698;0.06956472110828166
2018-11;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1288;16698;0.07164515132397394
2018-11;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;257;0.0
2018-12;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;5;394;0.013764337851929095
2018-12;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;182;0.0
2018-12;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;249;4869;0.0487582329665967
2018-12;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;449;12845;0.03377238710077959
2018-12;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;322;7025;0.043866193528715715
2018-12;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;234;7218;0.03144304135549044
2018-12;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;368;8110;0.043476655515314405
2018-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;514;8339;0.058072709434540605
2018-12;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;238;4523;0.05000308367767728
2018-12;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1233;19056;0.060802174705901
2018-12;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;49;1408;0.033890970844457455
2018-12;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;539;5891;0.0838213418338711
2019-01;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;5;375;0.013775653640708473
2019-01;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;41;2388;0.016875321557194307
2019-01;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;169;8136;0.020358054066450675
2019-01;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;299;7901;0.03653054074418215
2019-01;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;164;7762;0.020720079193943818
2019-01;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;337;9934;0.032842107996014794
2019-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;164;4681;0.033945855647816055
2019-01;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;810;14390;0.05333800696753654
2019-01;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2173;31123;0.06528498783856959
2019-01;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1048;16875;0.05849674769001918
2019-01;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1202;24759;0.04631824305976081
2019-01;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;692;5689;0.1084873498892386
2019-02;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;5;360;0.014370437956204365
2019-02;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;25;304;0.07798950765292327
2019-02;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;47;2342;0.01967325847063836
2019-02;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;114;3176;0.03488979836908449
2019-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;375;7747;0.04620988013200867
2019-02;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;327;8523;0.03700919143853945
2019-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1262;14824;0.07846754249002362
